Date,Time,Total Duration (s),Baseline Dur (s),Augmented Dur (s),Words,Baseline Acc,Augmented Acc,Improvement
2026-03-12,15:15:46,9167.2,918.01,4259.44,63,0.9691,0.9973,+0.0282
